j0; j1; j2; j3; j4; cos(j0); cos(j1); cos(j2); cos(j3); cos(j4); sin(j0); sin(j1); sin(j2); sin(j3); sin(j4); ee_x; ee_y; ee_z; ee_qw; ee_qx; ee_qy; ee_qz
-0.035; -1.194;  0.762;  1.034; -1.268;  0.999;  0.368;  0.724;  0.511;  0.298; -0.035; -0.930;  0.690;  0.859; -0.954; -0.059;  0.117;  0.400;  0.772; -0.561;  0.249;  0.162
 0.214; -1.242;  0.692;  0.977; -1.314;  0.977;  0.323;  0.770;  0.560;  0.254;  0.212; -0.946;  0.638;  0.829; -0.967; -0.124;  0.092;  0.397;  0.756; -0.612;  0.103;  0.211
 0.424; -1.316;  0.654;  0.969; -1.371;  0.911;  0.252;  0.794;  0.566;  0.199;  0.412; -0.968;  0.609;  0.824; -0.980; -0.169;  0.053;  0.382;  0.728; -0.636; -0.016;  0.256
 0.584; -1.371;  0.597;  1.024; -1.439;  0.834;  0.199;  0.827;  0.520;  0.132;  0.551; -0.980;  0.562;  0.854; -0.991; -0.193;  0.015;  0.362;  0.691; -0.653; -0.098;  0.294
 0.672; -1.368;  0.537;  1.123; -1.468;  0.783;  0.202;  0.859;  0.433;  0.103;  0.623; -0.979;  0.511;  0.901; -0.995; -0.194; -0.001;  0.353;  0.661; -0.661; -0.117;  0.334
 0.742; -1.300;  0.489;  1.229; -1.512;  0.737;  0.267;  0.883;  0.335;  0.059;  0.675; -0.964;  0.470;  0.942; -0.998; -0.181; -0.004;  0.352;  0.612; -0.680; -0.103;  0.391
 0.792; -1.193;  0.424;  1.349; -1.587;  0.702;  0.369;  0.911;  0.220; -0.017;  0.712; -0.929;  0.411;  0.976; -1.000; -0.167;  0.002;  0.350;  0.545; -0.704; -0.076;  0.448
 0.839; -1.052;  0.306;  1.447; -1.596;  0.668;  0.496;  0.953;  0.124; -0.025;  0.744; -0.868;  0.301;  0.992; -1.000; -0.155;  0.007;  0.356;  0.498; -0.712; -0.055;  0.492
 0.940; -0.907;  0.146;  1.499; -1.587;  0.590;  0.616;  0.989;  0.072; -0.017;  0.808; -0.787;  0.145;  0.997; -1.000; -0.148;  0.001;  0.366;  0.466; -0.707; -0.076;  0.526
 1.062; -0.753; -0.001;  1.559; -1.547;  0.487;  0.730;  1.000;  0.011;  0.024;  0.873; -0.684; -0.001;  1.000; -1.000; -0.137;  0.001;  0.377;  0.429; -0.696; -0.084;  0.569
 1.188; -0.562; -0.131;  1.594; -1.489;  0.373;  0.846;  0.991; -0.023;  0.082;  0.928; -0.533; -0.131;  1.000; -0.997; -0.123;  0.016;  0.390;  0.383; -0.685; -0.076;  0.615
 1.350; -0.367; -0.297;  1.590; -1.418;  0.219;  0.934;  0.956; -0.019;  0.152;  0.976; -0.358; -0.293;  1.000; -0.988; -0.116;  0.025;  0.404;  0.348; -0.667; -0.099;  0.651
 1.517; -0.193; -0.510;  1.556; -1.292;  0.054;  0.981;  0.873;  0.015;  0.275;  0.999; -0.192; -0.488;  1.000; -0.961; -0.114;  0.025;  0.424;  0.357; -0.625; -0.137;  0.681
 1.631; -0.056; -0.771;  1.508; -1.105; -0.060;  0.998;  0.717;  0.063;  0.449;  0.998; -0.056; -0.697;  0.998; -0.894; -0.108;  0.012;  0.450;  0.420; -0.546; -0.167;  0.706
 1.622;  0.105; -1.089;  1.473; -0.912; -0.051;  0.994;  0.464;  0.097;  0.612;  0.999;  0.105; -0.886;  0.995; -0.791; -0.095;  0.004;  0.472;  0.522; -0.452; -0.160;  0.705
 1.552;  0.286; -1.400;  1.417; -0.727;  0.019;  0.959;  0.170;  0.154;  0.747;  1.000;  0.282; -0.985;  0.988; -0.665; -0.080; -0.005;  0.484;  0.622; -0.350; -0.146;  0.685
 1.435;  0.485; -1.660;  1.335; -0.554;  0.136;  0.885; -0.089;  0.234;  0.851;  0.991;  0.466; -0.996;  0.972; -0.526; -0.063;  0.005;  0.492;  0.703; -0.270; -0.104;  0.650
 1.338;  0.712; -1.679;  1.266; -0.378;  0.230;  0.757; -0.108;  0.300;  0.930;  0.973;  0.653; -0.994;  0.954; -0.369; -0.032;  0.056;  0.497;  0.745; -0.235; -0.002;  0.624
 1.317;  0.934; -1.628;  1.243; -0.144;  0.251;  0.594; -0.057;  0.322;  0.990;  0.968;  0.804; -0.998;  0.947; -0.144;  0.018;  0.140;  0.484;  0.747; -0.220;  0.171;  0.603
 1.361;  1.171; -1.580;  1.216;  0.085;  0.208;  0.389; -0.009;  0.348;  0.996;  0.978;  0.921; -1.000;  0.938;  0.085;  0.057;  0.220;  0.441;  0.725; -0.216;  0.329;  0.565
 1.436;  1.387; -1.559;  1.136;  0.320;  0.135;  0.183;  0.012;  0.421;  0.949;  0.991;  0.983; -1.000;  0.907;  0.314;  0.075;  0.270;  0.394;  0.707; -0.195;  0.437;  0.520
 1.542;  1.539; -1.514;  1.023;  0.602;  0.029;  0.031;  0.057;  0.521;  0.824;  1.000;  1.000; -0.998;  0.854;  0.567;  0.077;  0.296;  0.355;  0.697; -0.149;  0.522;  0.469
 1.605;  1.631; -1.454;  0.881;  0.881; -0.034; -0.060;  0.117;  0.636;  0.636;  0.999;  0.998; -0.993;  0.772;  0.771;  0.081;  0.300;  0.329;  0.697; -0.075;  0.583;  0.411
 1.600;  1.624; -1.415;  0.764;  1.123; -0.029; -0.054;  0.155;  0.722;  0.433;  1.000;  0.999; -0.988;  0.692;  0.902;  0.100;  0.274;  0.330;  0.700;  0.043;  0.614;  0.363
 1.589;  1.603; -1.401;  0.688;  1.316; -0.018; -0.032;  0.169;  0.773;  0.252;  1.000;  0.999; -0.986;  0.635;  0.968;  0.112;  0.247;  0.331;  0.688;  0.144;  0.632;  0.325
 1.580;  1.588; -1.382;  0.589;  1.501; -0.010; -0.017;  0.188;  0.831;  0.069;  1.000;  1.000; -0.982;  0.556;  0.998;  0.118;  0.222;  0.327;  0.662;  0.241;  0.646;  0.293
 1.577;  1.579; -1.337;  0.473;  1.660; -0.006; -0.008;  0.232;  0.890; -0.089;  1.000;  1.000; -0.973;  0.455;  0.996;  0.118;  0.205;  0.319;  0.627;  0.323;  0.658;  0.264
 1.540;  1.575; -1.276;  0.333;  1.653;  0.031; -0.004;  0.291;  0.945; -0.082;  1.000;  1.000; -0.957;  0.326;  0.997;  0.126;  0.201;  0.324;  0.621;  0.356;  0.638;  0.284
 1.495;  1.547; -1.194;  0.186;  1.605;  0.075;  0.024;  0.368;  0.983; -0.034;  0.997;  1.000; -0.930;  0.185;  0.999;  0.135;  0.195;  0.336;  0.621;  0.382;  0.607;  0.315
 1.448;  1.514; -1.114;  0.073;  1.554;  0.122;  0.057;  0.441;  0.997;  0.017;  0.992;  0.998; -0.897;  0.073;  1.000;  0.144;  0.190;  0.347;  0.628;  0.400;  0.577;  0.336
 1.340;  1.505; -1.076; -0.014;  1.484;  0.229;  0.065;  0.475;  1.000;  0.087;  0.973;  0.998; -0.880; -0.014;  0.996;  0.164;  0.173;  0.357;  0.652;  0.424;  0.530;  0.338
 1.230;  1.538; -1.091; -0.085;  1.374;  0.334;  0.033;  0.461;  0.996;  0.196;  0.943;  0.999; -0.887; -0.085;  0.981;  0.180;  0.155;  0.367;  0.687;  0.429;  0.474;  0.346
 1.146;  1.597; -1.151; -0.175;  1.291;  0.412; -0.026;  0.408;  0.985;  0.276;  0.911;  1.000; -0.913; -0.174;  0.961;  0.187;  0.133;  0.374;  0.710;  0.441;  0.415;  0.360
 1.069;  1.597; -1.248; -0.273;  1.278;  0.481; -0.027;  0.317;  0.963;  0.288;  0.877;  1.000; -0.948; -0.269;  0.958;  0.177;  0.084;  0.384;  0.702;  0.497;  0.330;  0.389
 1.017;  1.556; -1.397; -0.384;  1.296;  0.526;  0.015;  0.173;  0.927;  0.271;  0.850;  1.000; -0.985; -0.375;  0.963;  0.148;  0.019;  0.389;  0.659;  0.568;  0.214;  0.445
 0.955;  1.517; -1.593; -0.485;  1.272;  0.578;  0.053; -0.022;  0.885;  0.294;  0.816;  0.999; -1.000; -0.466;  0.956;  0.106; -0.049;  0.378;  0.611;  0.609;  0.065;  0.501
 0.904;  1.501; -1.648; -0.526;  1.213;  0.619;  0.070; -0.077;  0.865;  0.350;  0.786;  0.998; -0.997; -0.502;  0.937;  0.085; -0.074;  0.374;  0.614;  0.603; -0.011;  0.509
 0.869;  1.433; -1.607; -0.519;  1.166;  0.645;  0.137; -0.036;  0.868;  0.393;  0.764;  0.991; -0.999; -0.496;  0.919;  0.075; -0.082;  0.383;  0.633;  0.589; -0.039;  0.500
 0.850;  1.353; -1.531; -0.455;  1.158;  0.660;  0.216;  0.040;  0.898;  0.401;  0.752;  0.976; -0.999; -0.439;  0.916;  0.077; -0.079;  0.399;  0.655;  0.581; -0.022;  0.483
 0.882;  1.302; -1.455; -0.385;  1.199;  0.636;  0.265;  0.115;  0.927;  0.363;  0.772;  0.964; -0.993; -0.375;  0.932;  0.092; -0.065;  0.409;  0.656;  0.586;  0.034;  0.475
 0.937;  1.256; -1.364; -0.372;  1.229;  0.592;  0.309;  0.206;  0.931;  0.335;  0.806;  0.951; -0.979; -0.364;  0.942;  0.104; -0.050;  0.416;  0.646;  0.587;  0.080;  0.481
 1.002;  1.206; -1.220; -0.419;  1.224;  0.539;  0.357;  0.344;  0.913;  0.340;  0.842;  0.934; -0.939; -0.407;  0.940;  0.114; -0.031;  0.426;  0.642;  0.576;  0.115;  0.492
 1.103;  1.133; -1.046; -0.494;  1.228;  0.451;  0.424;  0.501;  0.880;  0.336;  0.892;  0.906; -0.865; -0.474;  0.942;  0.122; -0.009;  0.434;  0.621;  0.567;  0.155;  0.519
 1.200;  1.022; -0.875; -0.577;  1.273;  0.362;  0.522;  0.641;  0.838;  0.293;  0.932;  0.853; -0.767; -0.546;  0.956;  0.124;  0.002;  0.438;  0.577;  0.576;  0.186;  0.548
 1.292;  0.903; -0.715; -0.651;  1.377;  0.275;  0.619;  0.755;  0.796;  0.193;  0.962;  0.785; -0.656; -0.606;  0.981;  0.126;  0.011;  0.435;  0.512;  0.600;  0.231;  0.569
 1.406;  0.797; -0.607; -0.725;  1.542;  0.164;  0.699;  0.821;  0.748;  0.029;  0.986;  0.715; -0.570; -0.663;  1.000;  0.125;  0.019;  0.422;  0.409;  0.635;  0.290;  0.588
 1.479;  0.674; -0.576; -0.843;  1.631;  0.092;  0.781;  0.838;  0.665; -0.060;  0.996;  0.624; -0.545; -0.747;  0.998;  0.120; -0.004;  0.409;  0.292;  0.670;  0.274;  0.625
 1.516;  0.564; -0.610; -0.947;  1.604;  0.055;  0.845;  0.820;  0.584; -0.033;  0.998;  0.535; -0.573; -0.812;  0.999;  0.118; -0.046;  0.398;  0.209;  0.687;  0.194;  0.669
 1.524;  0.519; -0.692; -1.006;  1.555;  0.047;  0.868;  0.770;  0.535;  0.016;  0.999;  0.496; -0.638; -0.845;  1.000;  0.116; -0.078;  0.384;  0.159;  0.695;  0.116;  0.691
 1.521;  0.491; -0.810; -1.059;  1.540;  0.050;  0.882;  0.690;  0.490;  0.031;  0.999;  0.471; -0.724; -0.872;  1.000;  0.115; -0.105;  0.359;  0.097;  0.704;  0.040;  0.703
 1.546;  0.432; -0.899; -1.099;  1.572;  0.025;  0.908;  0.622;  0.455; -0.001;  1.000;  0.419; -0.783; -0.891;  1.000;  0.117; -0.121;  0.334;  0.010;  0.707; -0.007;  0.707
 1.551;  0.357; -0.962; -1.155;  1.585;  0.019;  0.937;  0.572;  0.404; -0.014;  1.000;  0.350; -0.821; -0.915;  1.000;  0.117; -0.138;  0.307; -0.065;  0.703; -0.069;  0.705
 1.520;  0.311; -1.076; -1.223;  1.564;  0.051;  0.952;  0.475;  0.341;  0.007;  0.999;  0.306; -0.880; -0.940;  1.000;  0.112; -0.154;  0.272; -0.126;  0.688; -0.167;  0.695
 1.448;  0.261; -1.207; -1.247;  1.560;  0.123;  0.966;  0.356;  0.318;  0.011;  0.992;  0.258; -0.935; -0.948;  1.000;  0.100; -0.169;  0.238; -0.171;  0.659; -0.261;  0.684
 1.328;  0.165; -1.306; -1.209;  1.572;  0.241;  0.986;  0.262;  0.354; -0.001;  0.971;  0.164; -0.965; -0.935;  1.000;  0.077; -0.188;  0.209; -0.188;  0.617; -0.346;  0.682
 1.174;  0.088; -1.414; -1.175;  1.572;  0.387;  0.996;  0.156;  0.386; -0.001;  0.922;  0.088; -0.988; -0.923;  1.000;  0.047; -0.199;  0.179; -0.186;  0.557; -0.435;  0.682
 1.004;  0.068; -1.556; -1.203;  1.569;  0.537;  0.998;  0.015;  0.360;  0.002;  0.844;  0.068; -1.000; -0.933;  1.000;  0.019; -0.193;  0.150; -0.193;  0.470; -0.529;  0.680
 0.844;  0.041; -1.625; -1.231;  1.577;  0.664;  0.999; -0.054;  0.333; -0.006;  0.748;  0.041; -0.999; -0.943;  1.000; -0.005; -0.186;  0.134; -0.182;  0.390; -0.590;  0.683
 0.655; -0.055; -1.613; -1.235;  1.578;  0.793;  0.998; -0.042;  0.329; -0.008;  0.609; -0.055; -0.999; -0.944;  1.000; -0.040; -0.182;  0.123; -0.148;  0.305; -0.635;  0.694
 0.417; -0.185; -1.595; -1.245;  1.577;  0.914;  0.983; -0.024;  0.320; -0.006;  0.405; -0.184; -1.000; -0.947;  1.000; -0.081; -0.167;  0.107; -0.106;  0.186; -0.680;  0.701
 0.142; -0.316; -1.583; -1.243;  1.576;  0.990;  0.951; -0.012;  0.322; -0.005;  0.142; -0.310; -1.000; -0.947;  1.000; -0.120; -0.138;  0.090; -0.050;  0.050; -0.704;  0.707
-0.115; -0.441; -1.561; -1.185;  1.561;  0.993;  0.904;  0.009;  0.376;  0.009; -0.115; -0.427; -1.000; -0.927;  1.000; -0.154; -0.103;  0.072;  0.024; -0.057; -0.708;  0.703
-0.323; -0.592; -1.554; -1.052;  1.560;  0.948;  0.830;  0.017;  0.496;  0.011; -0.318; -0.558; -1.000; -0.868;  1.000; -0.178; -0.067;  0.050;  0.094; -0.134; -0.698;  0.697
-0.524; -0.771; -1.535; -0.858;  1.594;  0.866;  0.717;  0.035;  0.654; -0.023; -0.501; -0.697; -0.999; -0.757;  1.000; -0.195; -0.026;  0.028;  0.178; -0.189; -0.672;  0.693
-0.767; -0.938; -1.446; -0.674;  1.592;  0.720;  0.592;  0.125;  0.781; -0.021; -0.694; -0.806; -0.992; -0.624;  1.000; -0.208;  0.034;  0.008;  0.294; -0.234; -0.659;  0.651
-1.023; -1.134; -1.295; -0.492;  1.581;  0.521;  0.423;  0.272;  0.882; -0.011; -0.854; -0.906; -0.962; -0.472;  1.000; -0.205;  0.105; -0.013;  0.414; -0.274; -0.648;  0.578
-1.254; -1.345; -1.128; -0.286;  1.570;  0.311;  0.224;  0.429;  0.959;  0.001; -0.950; -0.975; -0.903; -0.283;  1.000; -0.182;  0.170; -0.033;  0.516; -0.299; -0.641;  0.483
-1.490; -1.558; -0.961; -0.092;  1.536;  0.080;  0.013;  0.573;  0.996;  0.034; -0.997; -1.000; -0.820; -0.092;  0.999; -0.138;  0.224; -0.056;  0.593; -0.337; -0.634;  0.365
-1.671; -1.661; -0.826;  0.102;  1.505; -0.100; -0.090;  0.678;  0.995;  0.066; -0.995; -0.996; -0.735;  0.102;  0.998; -0.090;  0.272; -0.053;  0.652; -0.339; -0.640;  0.224
-1.663; -1.639; -0.724;  0.302;  1.510; -0.092; -0.068;  0.749;  0.955;  0.061; -0.996; -0.998; -0.663;  0.298;  0.998; -0.092;  0.305; -0.009;  0.687; -0.225; -0.681;  0.119
-1.619; -1.610; -0.622;  0.471;  1.549; -0.048; -0.039;  0.813;  0.891;  0.021; -0.999; -0.999; -0.583;  0.454;  1.000; -0.105;  0.318;  0.041;  0.704; -0.091; -0.703;  0.043
-1.565; -1.591; -0.540;  0.591;  1.602;  0.006; -0.020;  0.858;  0.831; -0.031; -1.000; -1.000; -0.514;  0.557;  1.000; -0.122;  0.313;  0.078;  0.707;  0.025; -0.707;  0.003
-1.518; -1.581; -0.438;  0.694;  1.599;  0.052; -0.011;  0.905;  0.768; -0.029; -0.999; -1.000; -0.425;  0.640;  1.000; -0.136;  0.311;  0.113;  0.702;  0.115; -0.700; -0.058
-1.480; -1.577; -0.298;  0.811;  1.588;  0.090; -0.006;  0.956;  0.689; -0.017; -0.996; -1.000; -0.294;  0.725;  1.000; -0.148;  0.301;  0.156;  0.690;  0.214; -0.677; -0.141
-1.461; -1.574; -0.169;  0.965;  1.550;  0.110; -0.003;  0.986;  0.569;  0.021; -0.994; -1.000; -0.169;  0.822;  1.000; -0.152;  0.286;  0.199;  0.670;  0.301; -0.634; -0.243
-1.483; -1.573; -0.068;  1.137;  1.472;  0.088; -0.002;  0.998;  0.420;  0.099; -0.996; -1.000; -0.068;  0.907;  0.995; -0.144;  0.270;  0.238;  0.642;  0.354; -0.575; -0.361
-1.562; -1.573;  0.029;  1.332;  1.350;  0.008; -0.002;  1.000;  0.237;  0.219; -1.000; -1.000;  0.029;  0.972;  0.976; -0.119;  0.249;  0.276;  0.598;  0.383; -0.496; -0.500
-1.612; -1.573;  0.119;  1.587;  1.209; -0.041; -0.003;  0.993; -0.016;  0.354; -0.999; -1.000;  0.119;  1.000;  0.935; -0.103;  0.203;  0.304;  0.541;  0.431; -0.372; -0.619
-1.600; -1.557;  0.218;  1.667;  1.113; -0.030;  0.014;  0.976; -0.097;  0.442; -1.000; -1.000;  0.216;  0.995;  0.897; -0.103;  0.165;  0.320;  0.520;  0.464; -0.276; -0.662
-1.566; -1.561;  0.310;  1.638;  1.019;  0.005;  0.010;  0.952; -0.067;  0.524; -1.000; -1.000;  0.305;  0.998;  0.852; -0.103;  0.147;  0.335;  0.541;  0.458; -0.218; -0.671
-1.523; -1.593;  0.379;  1.560;  0.919;  0.047; -0.022;  0.929;  0.011;  0.606; -0.999; -1.000;  0.370;  1.000;  0.795; -0.102;  0.145;  0.347;  0.587;  0.422; -0.191; -0.664
-1.514; -1.569;  0.421;  1.455;  0.825;  0.057;  0.001;  0.913;  0.115;  0.679; -0.998; -1.000;  0.408;  0.993;  0.734; -0.097;  0.146;  0.368;  0.616;  0.384; -0.170; -0.666
-1.552; -1.528;  0.447;  1.377;  0.745;  0.019;  0.043;  0.902;  0.192;  0.735; -1.000; -0.999;  0.432;  0.981;  0.678; -0.084;  0.146;  0.386;  0.620;  0.353; -0.154; -0.684
-1.575; -1.470;  0.503;  1.327;  0.681; -0.005;  0.100;  0.876;  0.242;  0.777; -1.000; -0.995;  0.482;  0.970;  0.630; -0.075;  0.127;  0.403;  0.612;  0.351; -0.114; -0.699
-1.523; -1.417;  0.592;  1.252;  0.632;  0.047;  0.153;  0.830;  0.314;  0.807; -0.999; -0.988;  0.558;  0.950;  0.591; -0.076;  0.098;  0.419;  0.627;  0.359; -0.064; -0.689
-1.400; -1.433;  0.673;  1.164;  0.587;  0.170;  0.137;  0.782;  0.395;  0.833; -0.986; -0.991;  0.624;  0.919;  0.554; -0.082;  0.087;  0.427;  0.680;  0.341; -0.035; -0.649
-1.250; -1.493;  0.701;  1.078;  0.519;  0.316;  0.077;  0.764;  0.473;  0.868; -0.949; -0.997;  0.645;  0.881;  0.496; -0.096;  0.101;  0.431;  0.755;  0.287; -0.037; -0.589
-1.126; -1.588;  0.686;  1.008;  0.437;  0.430; -0.017;  0.774;  0.533;  0.906; -0.903; -1.000;  0.633;  0.846;  0.424; -0.120;  0.134;  0.424;  0.818;  0.211; -0.072; -0.530
-1.002; -1.616;  0.654;  0.965;  0.342;  0.539; -0.045;  0.794;  0.570;  0.942; -0.842; -0.999;  0.608;  0.822;  0.335; -0.142;  0.147;  0.420;  0.864;  0.149; -0.082; -0.473
-0.868; -1.573;  0.640;  0.939;  0.241;  0.647; -0.002;  0.802;  0.591;  0.971; -0.763; -1.000;  0.597;  0.807;  0.239; -0.149;  0.132;  0.432;  0.901;  0.110; -0.048; -0.418
-0.785; -1.499;  0.630;  0.973;  0.149;  0.707;  0.071;  0.808;  0.563;  0.989; -0.707; -0.997;  0.589;  0.827;  0.148; -0.133;  0.107;  0.446;  0.919;  0.088;  0.019; -0.384
-0.770; -1.397;  0.597;  1.074;  0.096;  0.718;  0.173;  0.827;  0.476;  0.995; -0.696; -0.985;  0.562;  0.879;  0.095; -0.097;  0.078;  0.456;  0.915;  0.095;  0.109; -0.378
-0.754; -1.258;  0.568;  1.165;  0.099;  0.729;  0.308;  0.843;  0.394;  0.995; -0.684; -0.951;  0.538;  0.919;  0.099; -0.057;  0.037;  0.462;  0.898;  0.131;  0.201; -0.368
-0.723; -1.098;  0.511;  1.256;  0.161;  0.750;  0.455;  0.872;  0.309;  0.987; -0.661; -0.890;  0.489;  0.951;  0.160; -0.023; -0.005;  0.460;  0.871;  0.187;  0.279; -0.358
-0.704; -0.897;  0.398;  1.365;  0.243;  0.762;  0.624;  0.922;  0.204;  0.971; -0.647; -0.781;  0.388;  0.979;  0.241;  0.010; -0.046;  0.450;  0.828;  0.247;  0.353; -0.358
-0.716; -0.694;  0.252;  1.421;  0.325;  0.755;  0.768;  0.968;  0.149;  0.948; -0.656; -0.640;  0.249;  0.989;  0.320;  0.029; -0.076;  0.447;  0.789;  0.296;  0.384; -0.376
-0.737; -0.495;  0.111;  1.472;  0.389;  0.740;  0.880;  0.994;  0.099;  0.925; -0.672; -0.475;  0.110;  0.995;  0.380;  0.048; -0.105;  0.439;  0.747;  0.337;  0.414; -0.396
-0.717; -0.260; -0.019;  1.582;  0.435;  0.753;  0.966;  1.000; -0.011;  0.907; -0.657; -0.257; -0.019;  1.000;  0.421;  0.085; -0.141;  0.406;  0.681;  0.368;  0.494; -0.395
-0.699;  0.016; -0.171;  1.619;  0.470;  0.765;  1.000;  0.985; -0.048;  0.891; -0.644;  0.016; -0.170;  0.999;  0.453;  0.122; -0.174;  0.377;  0.625;  0.386;  0.552; -0.394
-0.740;  0.293; -0.365;  1.600;  0.476;  0.739;  0.957;  0.934; -0.029;  0.889; -0.674;  0.289; -0.357;  1.000;  0.458;  0.144; -0.206;  0.360;  0.595;  0.402;  0.565; -0.406
-0.848;  0.521; -0.606;  1.581;  0.471;  0.661;  0.867;  0.822; -0.011;  0.891; -0.750;  0.498; -0.569;  1.000;  0.454;  0.136; -0.236;  0.356;  0.584;  0.428;  0.533; -0.438
-1.017;  0.756; -0.848;  1.575;  0.466;  0.526;  0.728;  0.662; -0.004;  0.894; -0.851;  0.686; -0.750;  1.000;  0.449;  0.105; -0.272;  0.344;  0.551;  0.469;  0.491; -0.486
-1.206;  1.019; -1.092;  1.573;  0.470;  0.357;  0.524;  0.461; -0.002;  0.892; -0.934;  0.851; -0.887;  1.000;  0.453;  0.059; -0.306;  0.318;  0.496;  0.516;  0.450; -0.534
-1.387;  1.242; -1.357;  1.570;  0.484;  0.183;  0.323;  0.212;  0.001;  0.885; -0.983;  0.946; -0.977;  1.000;  0.465;  0.002; -0.316;  0.305;  0.456;  0.550;  0.382; -0.586
-1.543;  1.449; -1.597;  1.532;  0.531;  0.028;  0.122; -0.027;  0.038;  0.862; -1.000;  0.993; -1.000;  0.999;  0.506; -0.052; -0.309;  0.298;  0.416;  0.574;  0.300; -0.638
-1.602;  1.622; -1.655;  1.477;  0.648; -0.031; -0.052; -0.084;  0.093;  0.797; -1.000;  0.999; -0.996;  0.996;  0.604; -0.083; -0.309;  0.273;  0.351;  0.612;  0.256; -0.661
-1.576;  1.634; -1.629;  1.441;  0.756; -0.005; -0.063; -0.059;  0.130;  0.727; -1.000;  0.998; -0.998;  0.992;  0.686; -0.084; -0.311;  0.263;  0.318;  0.631;  0.238; -0.666
-1.493;  1.604; -1.602;  1.394;  0.806;  0.078; -0.033; -0.031;  0.176;  0.692; -0.997;  0.999; -1.000;  0.984;  0.722; -0.063; -0.311;  0.276;  0.346;  0.622;  0.230; -0.664
-1.420;  1.581; -1.586;  1.315;  0.870;  0.150; -0.010; -0.015;  0.253;  0.645; -0.989;  1.000; -1.000;  0.967;  0.765; -0.046; -0.306;  0.294;  0.378;  0.613;  0.201; -0.664
-1.375;  1.541; -1.579;  1.219;  0.983;  0.195;  0.030; -0.008;  0.344;  0.554; -0.981;  1.000; -1.000;  0.939;  0.832; -0.045; -0.288;  0.317;  0.399;  0.615;  0.131; -0.668
-1.362;  1.440; -1.559;  1.139;  1.123;  0.208;  0.130;  0.011;  0.419;  0.433; -0.978;  0.991; -1.000;  0.908;  0.901; -0.056; -0.256;  0.346;  0.411;  0.621;  0.029; -0.667
-1.364;  1.282; -1.496;  1.038;  1.297;  0.205;  0.285;  0.075;  0.508;  0.270; -0.979;  0.959; -0.997;  0.861;  0.963; -0.074; -0.210;  0.374;  0.414;  0.631; -0.101; -0.648
-1.346;  1.113; -1.382;  0.906;  1.481;  0.223;  0.442;  0.188;  0.617;  0.090; -0.975;  0.897; -0.982;  0.787;  0.996; -0.084; -0.167;  0.391;  0.416;  0.645; -0.219; -0.602
-1.315;  0.995; -1.228;  0.804;  1.636;  0.253;  0.545;  0.337;  0.694; -0.065; -0.967;  0.839; -0.942;  0.720;  0.998; -0.084; -0.153;  0.395;  0.403;  0.666; -0.267; -0.567
-1.291;  0.881; -1.057;  0.752;  1.642;  0.276;  0.636;  0.491;  0.730; -0.072; -0.961;  0.771; -0.871;  0.683;  0.997; -0.081; -0.152;  0.402;  0.396;  0.677; -0.268; -0.559
-1.280;  0.745; -0.885;  0.759;  1.608;  0.286;  0.735;  0.634;  0.726; -0.038; -0.958;  0.678; -0.774;  0.688;  0.999; -0.080; -0.153;  0.415;  0.399;  0.676; -0.240; -0.571
-1.269;  0.634; -0.671;  0.780;  1.568;  0.297;  0.805;  0.783;  0.711;  0.003; -0.955;  0.593; -0.622;  0.703;  1.000; -0.073; -0.169;  0.418;  0.379;  0.682; -0.183; -0.598
-1.294;  0.514; -0.403;  0.798;  1.497;  0.273;  0.871;  0.920;  0.698;  0.073; -0.962;  0.492; -0.392;  0.716;  0.997; -0.070; -0.190;  0.416;  0.345;  0.682; -0.112; -0.635
-1.324;  0.358; -0.087;  0.848;  1.433;  0.244;  0.936;  0.996;  0.662;  0.138; -0.970;  0.351; -0.087;  0.750;  0.990; -0.070; -0.210;  0.401;  0.290;  0.685; -0.026; -0.668
-1.317;  0.210;  0.222;  0.900;  1.390;  0.251;  0.978;  0.975;  0.621;  0.180; -0.968;  0.208;  0.220;  0.784;  0.984; -0.064; -0.225;  0.375;  0.236;  0.689;  0.067; -0.682
-1.263;  0.091;  0.517;  0.929;  1.301;  0.303;  0.996;  0.869;  0.599;  0.266; -0.953;  0.091;  0.494;  0.801;  0.964; -0.044; -0.244;  0.340;  0.213;  0.678;  0.189; -0.678
-1.208; -0.030;  0.789;  0.952;  1.152;  0.355;  1.000;  0.705;  0.580;  0.407; -0.935; -0.030;  0.709;  0.815;  0.914; -0.019; -0.258;  0.302;  0.219;  0.654;  0.318; -0.651
-1.197; -0.133;  1.042;  0.988;  0.959;  0.365;  0.991;  0.505;  0.550;  0.574; -0.931; -0.133;  0.863;  0.835;  0.819; -0.002; -0.265;  0.253;  0.216;  0.628;  0.444; -0.601
-1.192; -0.201;  1.343;  1.049;  0.779;  0.369;  0.980;  0.226;  0.498;  0.712; -0.929; -0.200;  0.974;  0.867;  0.702;  0.011; -0.255;  0.172;  0.161;  0.606;  0.583; -0.517
-1.144; -0.228;  1.611;  1.129;  0.601;  0.414;  0.974; -0.040;  0.428;  0.825; -0.910; -0.226;  0.999;  0.904;  0.565;  0.027; -0.223;  0.098;  0.110;  0.570;  0.707; -0.404
-1.037; -0.231;  1.646;  1.237;  0.398;  0.509;  0.974; -0.075;  0.327;  0.922; -0.861; -0.229;  0.997;  0.945;  0.388;  0.056; -0.186;  0.059;  0.110;  0.513;  0.803; -0.284
